Time_Months,Choke_Size,Hyperbolic_Constant,Initial_Rate,Rate_of_Production,Cumulative_Production
44,2.40056965,0.540945042,88.00621328,27.50194165,3267.230668
28,1.989096852,0.561109619,65.33740678,23.25180086,1503.922178
30,1.678940471,0.330899057,245.1903965,54.70937244,6535.071309
29,1.529602285,0.835847639,164.9501059,38.69239387,4222.513361
46,1.372170666,0.754945781,64.54094888,19.5578633,2519.052793
53,2.823822861,0.37661569,298.7165793,81.84015871,13663.2145
6,2.576548519,0.265904836,64.44514025,47.74213413,243.4444391
35,2.912567277,0.744399442,223.7588072,72.97321312,6554.527023
60,0.810743059,0.723608971,295.9197313,73.97993283,15535.78589
41,2.327168688,0.418607622,109.7950261,14.13445209,4211.8398
37,2.845851142,0.96069085,85.56234217,30.02187445,2610.401983
24,0.953082665,0.320846313,80.34623486,29.11291771,1578.954624
29,0.666240668,0.545867841,125.8187869,29.51334909,3220.801258
49,2.352801623,0.954892736,75.26145275,21.81491384,3153.345796
46,1.936182783,0.535781854,223.0403354,49.82661242,9113.843344
53,2.604571942,0.710820758,65.57294953,17.96519165,2999.288746
31,0.849430942,0.518075518,177.355532,56.84713792,4616.890855
35,2.48816828,0.419372162,299.1742135,80.53163511,9061.793857
60,1.0040683,0.987182118,253.4925674,12.62065178,14830.93449
33,0.909139857,0.527467205,203.8048596,62.18729712,5699.469963
52,0.910664495,0.915279363,126.5634052,35.15650144,5667.228033
21,2.536436801,0.383963685,205.9739591,85.24774934,3430.351772
32,2.162993052,0.370483763,181.760366,51.74280916,4988.446765
23,1.807663562,0.224907266,156.520846,49.56025501,3030.036525
33,1.39707621,0.72133346,82.67759419,27.88481939,2268.261088
3,2.693001352,0.494821075,271.6510538,235.0560771,462.3690457
18,1.481112769,0.8914866,162.4461622,85.49798011,2154.549099
25,2.541498599,0.578567925,98.65562796,28.26531065,2113.074316
42,1.597837271,0.974554742,141.9398377,17.38144555,5596.462828
31,1.442361074,0.348420413,153.5324381,32.58694891,4254.407874
54,1.656699464,0.894898534,256.8844739,65.09217943,12114.27275
58,1.253444685,0.821277482,233.4035951,12.84261738,13164.97261
3,2.36902345,0.816737476,242.3262234,210.3526741,411.4496591
40,1.756800975,0.875826582,52.75781611,16.60994385,1778.113767
46,1.080531738,0.808819193,154.0384995,46.6783332,6012.169316
24,2.748936433,0.700976257,170.3360379,77.42547178,3158.959248
50,1.459728053,0.304995902,54.79806921,15.6565912,2348.48868
32,1.858882153,0.226020944,114.9533022,44.21280853,2971.100733
47,2.766180277,0.936678278,240.0724558,71.66341964,9599.31506
22,2.06059499,0.693320252,84.27742643,37.20972998,2234.863313
23,0.792245102,0.837229833,183.8275329,82.14690127,3283.343891
2,2.849580309,0.585217881,103.800468,93.92254746,113.6783885
27,2.069270133,0.293846551,53.03019366,17.01080942,1202.169302
42,1.337264037,0.300148634,110.3003644,21.64502719,4178.069734
2,0.848180182,0.74845223,293.9684387,267.2440352,320.6928422
26,2.485062973,0.544244716,250.384278,93.68217769,5292.122917
17,2.05018189,0.360419781,289.8941611,156.6995465,3596.254593
40,1.83365273,0.593275637,171.963511,23.27273047,6413.08583
33,2.734731458,0.25136715,77.43404967,14.87120216,2309.948803
9,2.471493028,0.665577122,186.9898722,126.1448166,1115.257175
43,0.879187199,0.415194724,163.5943336,19.05614817,6624.849161
54,1.279305169,0.838047281,261.0892707,63.67349019,12379.63638
48,1.12122285,0.448289567,74.5206452,6.76036041,3414.74232
39,2.359865731,0.564176119,172.0602843,58.32552009,5573.003444
29,0.583831087,0.209296432,87.51216617,35.7192515,2019.923672
42,1.924724212,0.25795751,131.1689817,42.31257475,4620.533163
55,2.406146714,0.513994845,234.3392693,62.49047183,11170.17184
26,2.691914092,0.583951068,169.0045323,64.2435814,3558.951283
35,1.355204372,0.680016438,143.9720713,25.01859457,4601.19709
50,2.553143262,0.433330063,148.6190696,27.31969052,6747.961219
25,0.776579342,0.755985509,164.8616921,73.27186316,3205.644013
24,2.616130729,0.888097918,246.254136,108.7960301,4604.546902
13,0.818721656,0.823880791,273.0211722,142.5295499,2622.833165
60,1.493218226,0.23169506,288.8336716,29.61100275,16441.69021
